Name,Political party,href,True,Mostly True,Half True,Mostly False,False,Pants on Fire
 Beaverton,None,https://www.politifact.com/personalities/city-beaverton/,0,0,0,0,2,0
Xavier Becerra,Democrat,https://www.politifact.com/personalities/xavier-becerra/,1,2,1,0,1,0
Glenn Beck,None,https://www.politifact.com/personalities/glenn-beck/,4,2,7,5,8,6
Scott Beck,Republican,https://www.politifact.com/personalities/scott-beck/,0,0,0,1,0,0
Jennifer Beck,Republican,https://www.politifact.com/personalities/jennifer-beck/,1,0,0,0,2,0
Bob Beckel,Democrat,https://www.politifact.com/personalities/bob-beckel/,1,0,1,0,1,0
Dan Becker,None,https://www.politifact.com/personalities/dan-becker/,0,0,0,0,1,0
David Beckham,None,https://www.politifact.com/personalities/david-beckham/,1,0,0,0,0,0
 Becoming American Initiative,None,https://www.politifact.com/personalities/becoming-american-initiative/,0,1,0,0,0,0
Paul Bedard,Republican,https://www.politifact.com/personalities/paul-bedard/,0,0,0,1,0,0
Samantha Bee,None,https://www.politifact.com/personalities/samantha-bee/,1,1,0,0,0,0
Paul Begala,Democrat,https://www.politifact.com/personalities/paul-begala/,0,0,0,1,2,0
Mark Begich,Democrat,https://www.politifact.com/personalities/mark-begich/,0,2,0,0,0,1
Joy Behar,None,https://www.politifact.com/personalities/joy-behar/,0,0,1,0,2,0
Marty Beil,None,https://www.politifact.com/personalities/marty-beil/,0,0,0,1,0,0
Peter Beinart,None,https://www.politifact.com/personalities/peter-beinart/,0,1,0,0,0,0
Bill Belichick,None,https://www.politifact.com/personalities/bill-belichick/,0,1,0,0,0,0
James Bell,None,https://www.politifact.com/personalities/james-bell/,0,0,0,1,0,0
Mark Belling,Talk show host,https://www.politifact.com/personalities/mark-belling/,0,0,0,0,0,1
Rebecca Bell-Metereau,Democrat,https://www.politifact.com/personalities/rebecca-bell-metereau/,0,0,0,1,0,0
Lizbeth Benacquisto,Republican,https://www.politifact.com/personalities/lizbeth-benacquisto/,0,0,0,0,0,0
Lauren Benedict,Democrat,https://www.politifact.com/personalities/lauren-benedict/,0,0,0,0,0,1
Regina Benjamin,None,https://www.politifact.com/personalities/regina-benjamin/,1,0,0,0,0,0
Michael Bennet,Democrat,https://www.politifact.com/personalities/michael-bennet/,3,1,1,0,0,0
Mike Bennett,Republican,https://www.politifact.com/personalities/mike-bennett/,0,0,0,0,0,1
Bob Bennett,Republican,https://www.politifact.com/personalities/bob-bennett/,0,1,0,0,0,0
Robert Bennett,Republican,https://www.politifact.com/personalities/robert-bennett/,0,0,1,0,0,0
Bill Bennett,None,https://www.politifact.com/personalities/bill-bennett/,0,1,0,0,0,0
James Bennett,Newsmaker,https://www.politifact.com/personalities/james-bennett/,0,0,0,0,1,1
Jocelyn Benson,Democrat,https://www.politifact.com/personalities/jocelyn-benson/,0,0,1,0,0,0
Holly Benson,Republican,https://www.politifact.com/personalities/holly-benson/,0,2,0,0,0,0
Ami Bera,Democrat,https://www.politifact.com/personalities/ami-bera/,0,1,1,1,0,0
Alex Berenson,Journalist,https://www.politifact.com/personalities/alex-berenson/,0,0,0,1,1,0
Phil Berger,Republican,https://www.politifact.com/personalities/phil-berger/,1,0,1,3,1,0
Ron Bergeron,State official,https://www.politifact.com/personalities/ron-bergeron/,0,1,0,0,0,0
Charlotte Bergmann,Republican,https://www.politifact.com/personalities/charlotte-bergmann/,0,0,0,0,2,1
Andy Berke,Democrat,https://www.politifact.com/personalities/andy-berke/,1,0,0,0,0,0
John Berlau,None,https://www.politifact.com/personalities/john-berlau/,0,0,0,0,0,0
Mike Berlon,Democrat,https://www.politifact.com/personalities/mike-berlon/,0,0,0,1,0,0
Leo Berman,Republican,https://www.politifact.com/personalities/leo-berman/,0,0,0,0,2,1
Penny Bernard Schaber,Democrat,https://www.politifact.com/personalities/penny-bernard-schaber/,0,0,0,1,0,0
Joe Berrios,Democrat,https://www.politifact.com/personalities/joe-berrios/,0,0,0,1,0,0
Jack Berry,None,https://www.politifact.com/personalities/jack-berry/,0,1,0,1,0,0
Carlos Beruff,Republican,https://www.politifact.com/personalities/carlos-beruff/,0,0,0,3,1,0
Richard Besser,None,https://www.politifact.com/personalities/richard-besser/,0,0,1,0,0,0
Sally Bethea,None,https://www.politifact.com/personalities/sally-bethea/,0,1,0,0,0,0
Charlie Bethel,Republican,https://www.politifact.com/personalities/charlie-bethel/,0,0,1,0,0,0
Paul Bettencourt,Republican,https://www.politifact.com/personalities/paul-bettencourt/,1,1,0,0,0,0
 Better Austin Today,None,https://www.politifact.com/personalities/better-austin-today-political-action-committee/,0,0,0,1,1,0
 Better Future Michigan,Organization,https://www.politifact.com/personalities/better-future-michigan/,0,0,0,0,1,0
Matt Bevin,Republican,https://www.politifact.com/personalities/matt-bevin/,0,1,0,0,1,1
Janet Bewley,Democrat,https://www.politifact.com/personalities/janet-bewley/,0,0,1,2,0,0
Don Beyer,Democrat,https://www.politifact.com/personalities/don-beyer/,1,4,1,1,2,0
Jeff Bezos,Business leader,https://www.politifact.com/personalities/jeff-bezos/,0,0,1,0,0,0
Chad Bicknell,Republican,https://www.politifact.com/personalities/chad-bicknell/,0,0,0,0,0,0
Joe Biden,Democrat,https://www.politifact.com/personalities/joe-biden/,2,5,5,4,4,6
 Big Gamble NJ ,None,https://www.politifact.com/personalities/big-gamble-nj/,0,1,0,0,0,0
Andy Biggs,Republican,https://www.politifact.com/personalities/andy-biggs/,0,0,0,0,2,0
 Big League Politics,None,https://www.politifact.com/personalities/big-league-politics/,0,0,0,0,2,0
 BikePortland.org,None,https://www.politifact.com/personalities/bikeportlandorg/,1,0,0,0,0,0
Carl Bildt,None,https://www.politifact.com/personalities/carl-bildt/,0,1,0,0,0,0
Gus Bilirakis,Republican,https://www.politifact.com/personalities/gus-bilirakis/,0,1,0,1,2,0
 Billboard,None,https://www.politifact.com/personalities/billboard/,0,0,0,1,1,0
 BillHislam.com,None,https://www.politifact.com/personalities/billhislamcom/,0,0,0,0,0,1
 Bipartisan Report,None,https://www.politifact.com/personalities/bipartisan-report/,0,0,0,0,1,0
Jeremy Bird,Democrat,https://www.politifact.com/personalities/jeremy-bird/,1,0,0,0,0,0
Brian Birdwell,Republican,https://www.politifact.com/personalities/brian-birdwell/,0,0,0,0,0,0
Matthew Birmingham,None,https://www.politifact.com/personalities/matthew-birmingham/,0,0,0,0,1,0
JoAnn Birrell,Republican,https://www.politifact.com/personalities/joann-birrell/,0,0,0,0,0,0
Mike Bishop,Republican,https://www.politifact.com/personalities/mike-bishop/,0,0,1,0,1,0
Barney Bishop,None,https://www.politifact.com/personalities/barney-bishop/,0,0,0,0,1,0
Dan Bishop,Republican,https://www.politifact.com/personalities/dan-bishop/,0,1,1,2,1,1
Sanford Bishop,Democrat,https://www.politifact.com/personalities/sanford-bishop/,1,1,0,0,1,0
Daniel Biss,Democrat,https://www.politifact.com/personalities/daniel-biss/,1,0,0,0,0,0
Brett Bittner,Libertarian,https://www.politifact.com/personalities/brett-bittner/,0,0,0,1,0,0
Ben Bius,Republican,https://www.politifact.com/personalities/ben-bius/,0,0,0,0,1,0
Diane Black,Republican,https://www.politifact.com/personalities/diane-black/,1,0,0,0,0,0
Gary Black,Republican,https://www.politifact.com/personalities/gary-black/,1,1,1,0,1,0
Dick Black,Republican,https://www.politifact.com/personalities/dick-black/,0,0,0,0,0,1
Marsha Blackburn,Republican,https://www.politifact.com/personalities/marsha-blackburn/,1,0,3,4,4,0
Christina Blackcloud,Democrat,https://www.politifact.com/personalities/christina-blackcloud/,0,1,0,0,0,0
 BlackInsuranceNews.com,None,https://www.politifact.com/personalities/blackinsurancenewscom/,0,0,0,0,0,1
 Black Lives Matter,Organization,https://www.politifact.com/personalities/black-lives-matter/,0,0,0,0,1,0
Ken Blackwell,Republican,https://www.politifact.com/personalities/ken-blackwell/,0,0,0,0,0,1
Rod Blagojevich,Democrat,https://www.politifact.com/personalities/rod-blagojevich/,0,0,0,0,0,1
Lisa Blais,Ocean State Tea Party in Action,https://www.politifact.com/personalities/lisa-blais/,0,0,0,1,0,0
Brad Blakeman,Republican,https://www.politifact.com/personalities/brad-blakeman/,0,1,0,0,0,0
César Blanco,Democrat,https://www.politifact.com/personalities/cesar-blanco/,0,0,0,0,0,0
Rebecca Blank,None,https://www.politifact.com/personalities/rebecca-blank/,0,0,1,0,0,0
Don Blankenship,Republican,https://www.politifact.com/personalities/don-blankenship/,0,0,0,1,1,1
Christopher Blazejewski,Democrat,https://www.politifact.com/personalities/christopher-blazejewski/,2,0,0,0,1,0
 Bling News,None,https://www.politifact.com/personalities/bling-news/,0,0,0,0,0,1
Wolf Blitzer,None,https://www.politifact.com/personalities/wolf-blitzer/,1,1,0,0,0,0
Kenneth Block,Republican,https://www.politifact.com/personalities/kenneth-block/,1,3,2,0,3,0
Trey Blocker,Republican,https://www.politifact.com/personalities/trey-blocker/,0,0,0,1,0,0
 Bloggers,None,https://www.politifact.com/personalities/blog-posting/,8,1,2,5,2,3
Lisa Bloom,None,https://www.politifact.com/personalities/lisa-bloom/,0,1,0,0,0,0
Michael Bloomberg,Democrat,https://www.politifact.com/personalities/michael-bloomberg/,7,8,5,1,3,0
 Bloomberg.com,None,https://www.politifact.com/personalities/bloomberg-bloombergcom/,0,0,1,0,0,0
Kevin Bloye,None,https://www.politifact.com/personalities/kevin-bloye/,0,0,0,1,0,0
Dan Blue,Democrat,https://www.politifact.com/personalities/dan-blue/,0,0,0,0,1,0
 Bluedot Daily,None,https://www.politifact.com/personalities/bluedot-daily/,0,0,0,0,1,0
 BlueNC,Democrat,https://www.politifact.com/personalities/bluenc/,0,0,0,0,0,1
 Blue Oregon,Democrat,https://www.politifact.com/personalities/blue-oregon/,1,0,0,0,0,0
Rod Blum,Republican,https://www.politifact.com/personalities/rod-blum/,0,0,1,0,0,0
Earl Blumenauer,Democrat,https://www.politifact.com/personalities/earl-blumenauer/,3,1,1,0,1,0
Richard Blumenthal,Democrat,https://www.politifact.com/personalities/richard-blumenthal/,1,0,1,0,0,0
Roy Blunt,Republican,https://www.politifact.com/personalities/roy-blunt/,5,2,4,3,3,1
 B.o.B.,None,https://www.politifact.com/personalities/bob/,0,0,0,0,0,1
John Boccieri,Democrat,https://www.politifact.com/personalities/john-boccieri/,1,0,1,0,0,0
Mike Bodker, Republican,https://www.politifact.com/personalities/mike-bodker/,1,0,0,0,0,0
Lauren Boebert,Republican,https://www.politifact.com/personalities/lauren-boebert/,0,0,0,0,2,1
John Boehner,Republican,https://www.politifact.com/personalities/john-boehner/,1,4,1,1,2,2
Ellyn Bogdanoff,Republican,https://www.politifact.com/personalities/ellyn-bogdanoff/,0,0,1,1,1,0
Jack Bogdanski,None,https://www.politifact.com/personalities/jack-bogdanski/,1,0,0,0,0,0
Jim Bognet,Republican,https://www.politifact.com/personalities/jim-bognet/,0,0,0,0,1,0
Dwayne Bohac,Republican,https://www.politifact.com/personalities/dwayne-bohac/,0,0,0,0,1,0
Jim Bohl,None,https://www.politifact.com/personalities/jim-bohl/,0,0,1,1,0,0
David Boies,Democrat,https://www.politifact.com/personalities/david-boies/,0,0,0,1,0,0
Kitty Boitnott,None,https://www.politifact.com/personalities/kitty-boitnott/,1,1,0,0,1,0
Eric Bolling,None,https://www.politifact.com/personalities/eric-bolling/,0,1,1,3,2,0
Chris Bollwage,Democrat,https://www.politifact.com/personalities/chris-bollwage/,0,0,0,0,1,0
Usain Bolt,Newsmaker,https://www.politifact.com/personalities/usain-bolt/,0,1,0,0,0,0
John Bolton,Republican,https://www.politifact.com/personalities/john-bolton/,0,1,0,0,0,0
Valinda Bolton,Democrat,https://www.politifact.com/personalities/valinda-bolton/,0,0,0,0,1,0
Suzanne Bonamici,Democrat,https://www.politifact.com/personalities/suzanne-bonamici/,3,0,0,0,3,1
Julian Bond,None,https://www.politifact.com/personalities/julian-bond/,0,0,0,0,1,0
Michael Julian Bond,None,https://www.politifact.com/personalities/michael-julian-bond/,0,1,0,0,0,0
Pam Bondi,Republican,https://www.politifact.com/personalities/pam-bondi/,2,4,0,2,2,0
Barry Bone,None,https://www.politifact.com/personalities/barry-bone/,1,0,0,0,0,0
Dan Bongino,Talk show host,https://www.politifact.com/personalities/dan-bongino/,0,0,0,0,0,1
Dennis Bonnen,Republican,https://www.politifact.com/personalities/dennis-bonnen/,0,0,0,0,0,0
 Bono,None,https://www.politifact.com/personalities/bono/,1,1,1,0,0,0
Ron Book,None,https://www.politifact.com/personalities/ron-book/,0,0,0,0,1,0
Cory Booker,Democrat,https://www.politifact.com/personalities/cory-booker/,1,1,4,2,6,0
 BookerFail,None,https://www.politifact.com/personalities/bookerfail/,0,0,1,1,0,0
Pat Boone,None,https://www.politifact.com/personalities/pat-boone/,0,0,0,0,1,2
Lisa Boothe,Republican,https://www.politifact.com/personalities/lisa-boothe/,0,0,0,1,0,0
John Boozman,Republican,https://www.politifact.com/personalities/john-boozman/,0,0,0,0,0,0
Dan Boren,Democrat,https://www.politifact.com/personalities/dan-boren/,0,0,1,0,0,0
Mark Born,Republican,https://www.politifact.com/personalities/mark-born/,1,0,1,0,1,0
 BornAliveTruth.org,None,https://www.politifact.com/personalities/bornalivetruth-org/,0,0,0,0,1,0
Andy Borowitz,None,https://www.politifact.com/personalities/andy-borowitz/,0,0,0,0,0,0
George Borrello,Republican,https://www.politifact.com/personalities/george-borrello/,1,0,0,0,0,0
Tom Bossert,Republican,https://www.politifact.com/personalities/tom-bossert/,0,0,0,1,0,0
Mike Bost,Republican,https://www.politifact.com/personalities/mike-bost/,0,0,1,1,0,1
Beverly Boswell,Republican,https://www.politifact.com/personalities/beverly-boswell/,0,0,0,0,0,1
Keisha Lance Bottoms,Democrat,https://www.politifact.com/personalities/keisha-lance-bottoms/,0,2,0,0,0,0
Jonathan Boucher,Democrat,https://www.politifact.com/personalities/jonathan-boucher/,0,0,0,0,0,1
Rick Boucher,Democrat,https://www.politifact.com/personalities/rick-boucher/,0,0,0,1,0,0
Charles Boustany,Republican,https://www.politifact.com/personalities/charles-boustany/,0,1,0,1,0,0
Rob Bovett,None,https://www.politifact.com/personalities/rob-bovett/,1,0,0,0,0,0
David Bowen,Democrat,https://www.politifact.com/personalities/david-bowen/,0,0,1,0,0,0
Chris Bowers,None,https://www.politifact.com/personalities/chris-bowers/,0,0,0,0,1,0
Jamaal Bowman,Democrat,https://www.politifact.com/personalities/jamaal-bowman/,0,0,1,0,0,0
Nikki Bowmar,None,https://www.politifact.com/personalities/nikki-bowmar/,0,1,0,0,0,0
Barbara Boxer,Democrat,https://www.politifact.com/personalities/barbara-boxer/,0,4,3,2,0,1
Kevin Boyce,Democrat,https://www.politifact.com/personalities/kevin-boyce/,1,0,0,0,0,1
Allen Boyd,Democrat,https://www.politifact.com/personalities/allen-boyd/,0,1,0,0,1,0
Elaine Boyer,Republican,https://www.politifact.com/personalities/elaine-boyer/,0,1,1,0,0,0
Brendan Boyle,Democrat,https://www.politifact.com/personalities/brendan-boyle/,0,0,0,0,1,0
Jennifer Boysko,Democrat,https://www.politifact.com/personalities/jennifer-boysko/,1,0,0,0,0,0
Randolph Bracy,Democrat,https://www.politifact.com/personalities/randolph-bracy/,1,1,0,0,0,0
Barth Bracy,Activist,https://www.politifact.com/personalities/barth-bracy/,0,0,1,1,0,0
Bill Bradbury,Democrat,https://www.politifact.com/personalities/bill-bradbury/,0,0,0,0,0,1
Kathryn Moffett Bradford,None,https://www.politifact.com/personalities/kathryn-moffett-bradford/,1,0,0,0,0,0
Rebecca Bradley,None,https://www.politifact.com/personalities/rebecca-bradley/,0,1,0,0,1,0
Julian Bradley,Republican,https://www.politifact.com/personalities/julian-bradley/,0,1,0,0,0,0
John Bradley,Republican,https://www.politifact.com/personalities/john-bradley/,0,1,0,0,0,0
Bill Brady,Republican,https://www.politifact.com/personalities/bill-brady/,0,0,0,1,1,0
Eileen Brady,Democrat,https://www.politifact.com/personalities/eileen-brady/,1,1,0,0,2,0
Tom Brady,Republican,https://www.politifact.com/personalities/tom-brady/,0,0,0,0,1,0
Kevin Brady,Republican,https://www.politifact.com/personalities/kevin-brady/,1,1,2,2,0,0
 Brady Campaign to Prevent Gun Violence,None,https://www.politifact.com/personalities/brady-campaign-prevent-gun-violence/,0,0,0,1,1,0
Bruce Braley,Democrat,https://www.politifact.com/personalities/bruce-braley/,0,1,0,0,2,0
Jon Bramnick,Republican,https://www.politifact.com/personalities/jon-bramnick/,0,1,0,1,0,0
Dan Branch,Republican,https://www.politifact.com/personalities/dan-branch/,0,0,1,0,0,0
Russell Brand,None,https://www.politifact.com/personalities/russell-brand/,0,0,0,0,1,0
Jeff Brandes,Republican,https://www.politifact.com/personalities/jeff-brandes/,2,1,1,0,0,0
Janel Brandtjen,Republican,https://www.politifact.com/personalities/janel-brandtjen/,0,0,0,1,1,0
Dave Brat,Republican,https://www.politifact.com/personalities/dave-brat/,2,2,0,2,7,1
Mike Braun,Republican,https://www.politifact.com/personalities/mike-braun/,0,0,1,1,0,0
